name	source_name	category	kind	verdict	resolvable	metadata	pieces	footprint	top_tier	format	creator	licence	body	origin	origins	sha256	role	fit	gaps
halvar-master-refinery.blueprint	halvar-master-refinery.blueprint	production	module	PLACES_CLEAN	True	curated	917	22.3x23.9x10.6	mistlands(14)	blueprint	Halvar	none stated	reference	fleet corpus	fleet corpus	a9c75a2d4b20ef99d5329c6e744bc4fd0662c55cc904d940b5b0d2a9a3248024	smelting and refinery yard, 22 x 24 m, 20 stations	ore country -- Black Forest copper or Mountain silver	
hs_ashlands_thrad_smithy.blueprint	hs_ashlands_thrad_smithy.blueprint	production	module	PLACES_CLEAN	True	derived	567	17.6x21.2x8.2	ashlands(10)	blueprint	Sirna	none stated	reference	OverDrive/BiomeBlueprints	OverDrive/BiomeBlueprints	30c31adf2adaa35e5353bafc4b247d16affdfc8566fb067a867c722bd6bba462	567 pieces, 59 prefabs, 17.6x21.2x8.2 m, 15 stations, 0 beds, 0 portals	source biome tag: ashlands; material tier: ashlands. DERIVED from the measurements in `role` -- not a curated judgement	40 terrain rows discarded by Infinity Hammer (#Terrain) -- level the ground by hand, and strip them before the RCON route
hs_ashlands_compact_endgame_base1.blueprint	hs_ashlands_compact_endgame_base1.blueprint	production	module	PLACES_CLEAN	True	derived	537	20.9x23.7x11.7	ashlands(113)	blueprint	Monkey	none stated	reference	OverDrive/BiomeBlueprints	OverDrive/BiomeBlueprints	a9670aeedf7b836e27e34e28718f6536f969f3a448ee16931ae84db130659c44	537 pieces, 94 prefabs, 20.9x23.7x11.7 m, 43 stations, 0 beds, 0 portals	source biome tag: ashlands; material tier: ashlands. DERIVED from the measurements in `role` -- not a curated judgement	47 terrain rows discarded by Infinity Hammer (#Terrain) -- level the ground by hand, and strip them before the RCON route
hs_ashlands_admin_veseljko_cooking_hut.blueprint	hs_ashlands_admin_veseljko_cooking_hut.blueprint	production	module	PLACES_CLEAN	True	derived	505	21.3x21.3x11.0	ashlands(39)	blueprint	Admin Veseljko	none stated	reference	OverDrive/BiomeBlueprints	OverDrive/BiomeBlueprints	bf76a5958d3e3125d332daf3a82451cc223eb38d85811c3d2ed6c34b8557fa61	505 pieces, 43 prefabs, 21.3x21.3x11.0 m, 18 stations, 0 beds, 0 portals	source biome tag: ashlands; material tier: ashlands. DERIVED from the measurements in `role` -- not a curated judgement	45 terrain rows discarded by Infinity Hammer (#Terrain) -- level the ground by hand, and strip them before the RCON route
hs_mistlands_thrad_workshop.blueprint	hs_mistlands_thrad_workshop.blueprint	production	module	PLACES_CLEAN	True	derived	493	17.5x10.9x11.3	mistlands(36)	blueprint	Sirna	none stated	reference	OverDrive/BiomeBlueprints	OverDrive/BiomeBlueprints	998ab8f4a8af8f8ea2f24f22229055a80596961a381289e7244070db98e28008	493 pieces, 52 prefabs, 17.5x10.9x11.3 m, 9 stations, 0 beds, 0 portals	source biome tag: mistlands; material tier: mistlands. DERIVED from the measurements in `role` -- not a curated judgement	30 terrain rows discarded by Infinity Hammer (#Terrain) -- level the ground by hand, and strip them before the RCON route
hs_ashlands_the_forge_2.blueprint	hs_ashlands_the_forge_2.blueprint	production	module	PLACES_CLEAN	True	derived	462	23.1x14.1x12.0	ashlands(57)	blueprint	Ise LeGaCy	none stated	reference	OverDrive/BiomeBlueprints	OverDrive/BiomeBlueprints	a3c9944867488d9cea5f3118e6d9d5d0c64b152f6875aed9f452f273ea625fb0	462 pieces, 50 prefabs, 23.1x14.1x12.0 m, 18 stations, 0 beds, 0 portals	source biome tag: ashlands; material tier: ashlands. DERIVED from the measurements in `role` -- not a curated judgement	40 terrain rows discarded by Infinity Hammer (#Terrain) -- level the ground by hand, and strip them before the RCON route
hs_ashlands_babe_cozinha_completa.blueprint	hs_ashlands_babe_cozinha_completa.blueprint	production	module	PLACES_CLEAN	True	derived	456	15.4x15.9x9.0	plains(2)	blueprint	Babe	none stated	reference	OverDrive/BiomeBlueprints	OverDrive/BiomeBlueprints	8042fd0964636d318ec3a95b6b50045d0bcadc3f72823ac62b7a0ca4da5fdf71	456 pieces, 49 prefabs, 15.4x15.9x9.0 m, 14 stations, 0 beds, 0 portals	source biome tag: ashlands; material tier: plains. DERIVED from the measurements in `role` -- not a curated judgement	32 terrain rows discarded by Infinity Hammer (#Terrain) -- level the ground by hand, and strip them before the RCON route
hs_swamp_babe_estacao_de_trabalho.blueprint	hs_swamp_babe_estacao_de_trabalho.blueprint	production	module	PLACES_CLEAN	True	derived	384	14.8x19.4x7.5	blackforest(12)	blueprint	Babe	none stated	reference	OverDrive/BiomeBlueprints	OverDrive/BiomeBlueprints	81096e2a224284dfd0ae874f1260608f8cb5dff98678550aea3b62c026161063	384 pieces, 34 prefabs, 14.8x19.4x7.5 m, 11 stations, 0 beds, 0 portals	source biome tag: swamp; material tier: blackforest. DERIVED from the measurements in `role` -- not a curated judgement	38 terrain rows discarded by Infinity Hammer (#Terrain) -- level the ground by hand, and strip them before the RCON route
PuP_forge1.blueprint	PuP_forge1.blueprint	production	module	PLACES_CLEAN	True	curated	343	18.5x13.4x15.0	ashlands(2)	blueprint	PuP	none stated	reference	fleet corpus	fleet corpus	02d12b1445127bdcfd9783936e4ef8c547d8d303e7b055aacd13f91f66ea1022	roofed forge and workshop shed, 19 x 13 m, 10 stations	workshop annex bolted onto any existing base	
hs_plains_dumbel_small_work.blueprint	hs_plains_dumbel_small_work.blueprint	production	module	PLACES_CLEAN	True	derived	312	18.8x15.4x7.0	blackforest(70)	blueprint	Dumbel	none stated	reference	OverDrive/BiomeBlueprints	OverDrive/BiomeBlueprints	cf631ee391c9a15029968405def6f49e150ee508c52060bd902d64c2aed17fc8	312 pieces, 48 prefabs, 18.8x15.4x7.0 m, 22 stations, 0 beds, 0 portals	source biome tag: plains; material tier: blackforest. DERIVED from the measurements in `role` -- not a curated judgement	38 terrain rows discarded by Infinity Hammer (#Terrain) -- level the ground by hand, and strip them before the RCON route
hs_ashlands_meathousevanilla_brigames.blueprint	hs_ashlands_meathousevanilla_brigames.blueprint	production	module	PLACES_CLEAN	True	derived	265	10.1x12.1x9.0	ashlands(36)	blueprint	Bri Games	none stated	reference	OverDrive/BiomeBlueprints	OverDrive/BiomeBlueprints	def5643d66eb9dab9e0d6802a9ebb28f86fcaddfb31dd271b40106defb7d1700	265 pieces, 20 prefabs, 10.1x12.1x9.0 m, 19 stations, 0 beds, 0 portals	source biome tag: ashlands; material tier: ashlands. DERIVED from the measurements in `role` -- not a curated judgement	28 terrain rows discarded by Infinity Hammer (#Terrain) -- level the ground by hand, and strip them before the RCON route
hs_blackforest_mister_small_kitchen_startgame.blueprint	hs_blackforest_mister_small_kitchen_startgame.blueprint	production	module	PLACES_CLEAN	True	derived	263	10.0x11.4x6.0	meadows(263)	blueprint	Mister	none stated	reference	OverDrive/BiomeBlueprints	OverDrive/BiomeBlueprints	81fab47c3b693cfc3438aaa0fa98dd7ab59b3d00f05433183d9c0b22e3e047ec	263 pieces, 47 prefabs, 10.0x11.4x6.0 m, 3 stations, 0 beds, 0 portals	source biome tag: blackforest; material tier: meadows. DERIVED from the measurements in `role` -- not a curated judgement	23 terrain rows discarded by Infinity Hammer (#Terrain) -- level the ground by hand, and strip them before the RCON route
hs_ashlands_adelaide.blueprint	hs_ashlands_adelaide.blueprint	production	module	PLACES_CLEAN	True	derived	184	7.5x7.1x6.2	mistlands(11)	blueprint	MaCaron	none stated	reference	OverDrive/BiomeBlueprints	OverDrive/BiomeBlueprints	7c1b565aa01beef33037b7242051488e318fa60568664f15fd199ca471d31856	184 pieces, 48 prefabs, 7.5x7.1x6.2 m, 10 stations, 0 beds, 0 portals	source biome tag: ashlands; material tier: mistlands. DERIVED from the measurements in `role` -- not a curated judgement	21 terrain rows discarded by Infinity Hammer (#Terrain) -- level the ground by hand, and strip them before the RCON route
hs_meadows_the_neck_nook.blueprint	hs_meadows_the_neck_nook.blueprint	production	module	PLACES_CLEAN	True	derived	183	8.5x8.6x6.8	meadows(183)	blueprint	Daft God	none stated	reference	OverDrive/BiomeBlueprints	OverDrive/BiomeBlueprints	865053dd210c98fb3a6e48dcfe5b2bdffa9345d6242d3d85add2d44687cb4cf8	183 pieces, 23 prefabs, 8.5x8.6x6.8 m, 5 stations, 0 beds, 0 portals	source biome tag: meadows; material tier: meadows. DERIVED from the measurements in `role` -- not a curated judgement	21 terrain rows discarded by Infinity Hammer (#Terrain) -- level the ground by hand, and strip them before the RCON route
hs_meadows_the_flint_flat.blueprint	hs_meadows_the_flint_flat.blueprint	production	module	PLACES_CLEAN	True	derived	176	9.2x10.4x5.0	meadows(176)	blueprint	Daft God	none stated	reference	OverDrive/BiomeBlueprints	OverDrive/BiomeBlueprints	488ec5f18db8bc9e7e72c02dec5ed868fe063def775c408296987cfc1c0184a9	176 pieces, 21 prefabs, 9.2x10.4x5.0 m, 6 stations, 0 beds, 0 portals	source biome tag: meadows; material tier: meadows. DERIVED from the measurements in `role` -- not a curated judgement	23 terrain rows discarded by Infinity Hammer (#Terrain) -- level the ground by hand, and strip them before the RCON route
hs_meadows_aodi_the_hive_1_0.blueprint	hs_meadows_aodi_the_hive_1_0.blueprint	production	module	PLACES_CLEAN	True	derived	126	8.4x8.5x4.7	meadows(126)	blueprint	Aodi	none stated	reference	OverDrive/BiomeBlueprints	OverDrive/BiomeBlueprints	0240fc19daa8f09e69033c5f93321075fc66c8b930a368d66b0d2d81a0678e7c	126 pieces, 13 prefabs, 8.4x8.5x4.7 m, 15 stations, 0 beds, 0 portals	source biome tag: meadows; material tier: meadows. DERIVED from the measurements in `role` -- not a curated judgement	21 terrain rows discarded by Infinity Hammer (#Terrain) -- level the ground by hand, and strip them before the RCON route
hs_plains_vrolok_stone_refuge_2.blueprint	hs_plains_vrolok_stone_refuge_2.blueprint	production	module	PLACES_CLEAN	True	derived	89	8.0x9.3x6.0	swamp(1)	blueprint	Vrolok	none stated	reference	OverDrive/BiomeBlueprints	OverDrive/BiomeBlueprints	3be79a24f3e864cd7f424546cb54f3cb4b8184d463137c51dabdc5ede1a55add	89 pieces, 19 prefabs, 8.0x9.3x6.0 m, 6 stations, 0 beds, 1 portals	source biome tag: plains; material tier: swamp. DERIVED from the measurements in `role` -- not a curated judgement	21 terrain rows discarded by Infinity Hammer (#Terrain) -- level the ground by hand, and strip them before the RCON route
hs_meadows_hive_tower.blueprint	hs_meadows_hive_tower.blueprint	production	module	PLACES_CLEAN	True	derived	75	4.5x5.2x4.7	meadows(75)	blueprint	Modestypooh	none stated	reference	OverDrive/BiomeBlueprints	OverDrive/BiomeBlueprints	e77d9f6b6a75fcfb3dffd27fa13f5ea6662bd04919d0d1aef961ac13550ffe9b	75 pieces, 3 prefabs, 4.5x5.2x4.7 m, 7 stations, 0 beds, 0 portals	source biome tag: meadows; material tier: meadows. DERIVED from the measurements in `role` -- not a curated judgement	16 terrain rows discarded by Infinity Hammer (#Terrain) -- level the ground by hand, and strip them before the RCON route
hs_meadows_busy_bee_beehive.blueprint	hs_meadows_busy_bee_beehive.blueprint	production	module	PLACES_CLEAN	True	derived	70	3.2x10.0x9.2	meadows(70)	blueprint	Modestypooh	none stated	reference	OverDrive/BiomeBlueprints	OverDrive/BiomeBlueprints	7177f61680a1aef63d7b4af82a51b62fafc0574838d06c8d814e6faf6965c531	70 pieces, 5 prefabs, 3.2x10.0x9.2 m, 6 stations, 0 beds, 0 portals	source biome tag: meadows; material tier: meadows. DERIVED from the measurements in `role` -- not a curated judgement	18 terrain rows discarded by Infinity Hammer (#Terrain) -- level the ground by hand, and strip them before the RCON route
hs_blackforest_aodi_quickrest_1_0a.blueprint	hs_blackforest_aodi_quickrest_1_0a.blueprint	production	module	PLACES_CLEAN	True	derived	69	4.2x4.5x3.0	meadows(69)	blueprint	Aodi	none stated	reference	OverDrive/BiomeBlueprints	OverDrive/BiomeBlueprints	bc70068664eddee4c2f416ca8d662b9683a219a118f20369d8578115070a0749	69 pieces, 21 prefabs, 4.2x4.5x3.0 m, 3 stations, 0 beds, 0 portals	source biome tag: blackforest; material tier: meadows. DERIVED from the measurements in `role` -- not a curated judgement	16 terrain rows discarded by Infinity Hammer (#Terrain) -- level the ground by hand, and strip them before the RCON route
hs_ashlands_mini_sap_extractor.blueprint	hs_ashlands_mini_sap_extractor.blueprint	production	module	PLACES_CLEAN	True	derived	47	5.0x4.2x1.0	ashlands(8)	blueprint	Monkey	none stated	reference	OverDrive/BiomeBlueprints	OverDrive/BiomeBlueprints	c580ff2d588fae0465e9f523d5bc35685d2466587f507a44a52046c216822dc5	47 pieces, 8 prefabs, 5.0x4.2x1.0 m, 3 stations, 0 beds, 0 portals	source biome tag: ashlands; material tier: ashlands. DERIVED from the measurements in `role` -- not a curated judgement	16 terrain rows discarded by Infinity Hammer (#Terrain) -- level the ground by hand, and strip them before the RCON route
hs_ashlands_neletit_mansion.blueprint	hs_ashlands_neletit_mansion.blueprint	production	setpiece	PLACES_CLEAN	True	derived	39487	115.7x87.9x40.6	ashlands(22085)	blueprint	Neletit	none stated	reference	OverDrive/BiomeBlueprints	OverDrive/BiomeBlueprints	e32bf2cfa81260f8d158391a3d458251f090b414a7dd1e9bf388cc7d7fc806a6	39487 pieces, 151 prefabs, 115.7x87.9x40.6 m, 21 stations, 0 beds, 0 portals	source biome tag: ashlands; material tier: ashlands. DERIVED from the measurements in `role` -- not a curated judgement	118 terrain rows discarded by Infinity Hammer (#Terrain) -- level the ground by hand, and strip them before the RCON route
hs_ashlands_ragnar_openwarehouse.blueprint	hs_ashlands_ragnar_openwarehouse.blueprint	production	setpiece	PLACES_CLEAN	True	derived	8599	55.0x53.0x11.5	ashlands(5268)	blueprint	Ragnar	none stated	reference	OverDrive/BiomeBlueprints	OverDrive/BiomeBlueprints	602520cc806a4cd4713b1dc45c4de9e2c6cfb0985df1d7cb061b32e637910d92	8599 pieces, 77 prefabs, 55.0x53.0x11.5 m, 35 stations, 0 beds, 0 portals	source biome tag: ashlands; material tier: ashlands. DERIVED from the measurements in `role` -- not a curated judgement	154 terrain rows discarded by Infinity Hammer (#Terrain) -- level the ground by hand, and strip them before the RCON route
hs_ashlands_ragnar_warehouse.blueprint	hs_ashlands_ragnar_warehouse.blueprint	production	setpiece	PLACES_CLEAN	True	derived	7939	69.2x69.2x8.4	ashlands(4675)	blueprint	Ragnar	none stated	reference	OverDrive/BiomeBlueprints	OverDrive/BiomeBlueprints	ca7879018e615748ea3ba5723c48219e1ea220c59057290830abc85ceb3d4656	7939 pieces, 79 prefabs, 69.2x69.2x8.4 m, 35 stations, 0 beds, 1 portals	source biome tag: ashlands; material tier: ashlands. DERIVED from the measurements in `role` -- not a curated judgement	221 terrain rows discarded by Infinity Hammer (#Terrain) -- level the ground by hand, and strip them before the RCON route
hs_ashlands_sheepshank_kaer_mor_boarv2.blueprint	hs_ashlands_sheepshank_kaer_mor_boarv2.blueprint	production	setpiece	PLACES_CLEAN	True	derived	6707	66.5x62.8x27.5	ashlands(364)	blueprint	Sheepshank	none stated	reference	OverDrive/BiomeBlueprints	OverDrive/BiomeBlueprints	3ca71e2430470dabe2ef7647db9a5d1c6c1c676195b3a9ac9dab7ee5869628dc	6707 pieces, 173 prefabs, 66.5x62.8x27.5 m, 41 stations, 0 beds, 1 portals	source biome tag: ashlands; material tier: ashlands. DERIVED from the measurements in `role` -- not a curated judgement	206 terrain rows discarded by Infinity Hammer (#Terrain) -- level the ground by hand, and strip them before the RCON route
hs_mountain_feasthallfinal.blueprint	hs_mountain_feasthallfinal.blueprint	production	setpiece	PLACES_CLEAN	True	derived	6671	37.3x40.5x19.2	ashlands(1)	blueprint	Ivor The Smol	none stated	reference	OverDrive/BiomeBlueprints	OverDrive/BiomeBlueprints	aa39de5482ec957beb8efe9e2d5cf075f2cce55158354df7018b4086d8acf9b9	6671 pieces, 124 prefabs, 37.3x40.5x19.2 m, 20 stations, 0 beds, 0 portals	source biome tag: mountain; material tier: ashlands. DERIVED from the measurements in `role` -- not a curated judgement	98 terrain rows discarded by Infinity Hammer (#Terrain) -- level the ground by hand, and strip them before the RCON route
hs_ashlands_mansion_vanilla.blueprint	hs_ashlands_mansion_vanilla.blueprint	production	setpiece	PLACES_CLEAN	True	derived	6556	57.3x35.7x21.2	ashlands(571)	blueprint	Thysicus	none stated	reference	OverDrive/BiomeBlueprints	OverDrive/BiomeBlueprints	ea290e696a4f07324c4339968358ec1510867481e52ecd9568e9ca82e87097b6	6556 pieces, 68 prefabs, 57.3x35.7x21.2 m, 3 stations, 0 beds, 0 portals	source biome tag: ashlands; material tier: ashlands. DERIVED from the measurements in `role` -- not a curated judgement	115 terrain rows discarded by Infinity Hammer (#Terrain) -- level the ground by hand, and strip them before the RCON route
hs_ashlands_astrid_sinjesdo_viking_dumpling_paradise.blueprint	hs_ashlands_astrid_sinjesdo_viking_dumpling_paradise.blueprint	production	setpiece	PLACES_CLEAN	True	derived	6164	86.6x75.4x21.7	ashlands(2198)	blueprint	Astrid Sinjesdo	none stated	reference	OverDrive/BiomeBlueprints	OverDrive/BiomeBlueprints	c61d65e6bc9ca276f8e2c3f8be521568fc700d4d0ebd87f01575822dedf22fc2	6164 pieces, 172 prefabs, 86.6x75.4x21.7 m, 32 stations, 0 beds, 1 portals	source biome tag: ashlands; material tier: ashlands. DERIVED from the measurements in `role` -- not a curated judgement	284 terrain rows discarded by Infinity Hammer (#Terrain) -- level the ground by hand, and strip them before the RCON route
hs_ashlands_the_architect_runestonetownhomestriplex.blueprint	hs_ashlands_the_architect_runestonetownhomestriplex.blueprint	production	setpiece	PLACES_CLEAN	True	derived	4986	22.1x27.9x20.0	ashlands(4151)	blueprint	The Architect	none stated	reference	OverDrive/BiomeBlueprints	OverDrive/BiomeBlueprints	660ee0304e25da040580344d945c4cf4236e8eab23c296efca8e2dbc8b3a97e8	4986 pieces, 103 prefabs, 22.1x27.9x20.0 m, 30 stations, 0 beds, 0 portals	source biome tag: ashlands; material tier: ashlands. DERIVED from the measurements in `role` -- not a curated judgement	54 terrain rows discarded by Infinity Hammer (#Terrain) -- level the ground by hand, and strip them before the RCON route
hs_ashlands_cts_wolfrunlodge.blueprint	hs_ashlands_cts_wolfrunlodge.blueprint	production	setpiece	PLACES_CLEAN	True	derived	4926	39.3x36.0x19.6	ashlands(25)	blueprint	Cooties	none stated	reference	OverDrive/BiomeBlueprints	OverDrive/BiomeBlueprints	e525c87ef6c6c66d061c0c7df161f778510dd9f088af3931bdf3e75f41dbe81e	4926 pieces, 105 prefabs, 39.3x36.0x19.6 m, 19 stations, 0 beds, 0 portals	source biome tag: ashlands; material tier: ashlands. DERIVED from the measurements in `role` -- not a curated judgement	88 terrain rows discarded by Infinity Hammer (#Terrain) -- level the ground by hand, and strip them before the RCON route
